S.No,Emp ID,Employee Name,Designation,Department,Business Unit,Employee Status,Training Name,Training Status,Training Type,Training Source,Quarter,Training Start Month,Start Date,End Date,Venue,Overall Training Duration (Planned Hrs)
145,145,145,Medical Records Analyst,IN - KPO,KPO,Active,Indexing of Medical Records Training,Completed,Functional,Internal,Q1,2025-04-01,2025-04-29,2025-05-02,Conference Room - KPO,3.0
146,146,146,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Familiarity with Lead Techniques Training,Completed,Functional,Internal,Q1,2025-06-01,2025-06-11,2025-06-11,Main Conference Room,1.0
147,147,147,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Familiarity with Lead Techniques Training,Completed,Functional,Internal,Q1,2025-06-01,2025-06-11,2025-06-11,Main Conference Room,1.0
148,148,148,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Familiarity with Lead Techniques Training,Completed,Functional,Internal,Q1,2025-06-01,2025-06-11,2025-06-11,Main Conference Room,1.0
149,149,149,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Familiarity with Lead Techniques Training,Completed,Functional,Internal,Q1,2025-06-01,2025-06-11,2025-06-11,Main Conference Room,1.0
150,150,150,Consultant - Lead Generation.,IN - Lead Generation,Sales & Marketing,Active,Familiarity with Lead Techniques Training,Completed,Functional,Internal,Q1,2025-06-01,2025-06-11,2025-06-11,Main Conference Room,1.0
151,151,151,Consultant - Lead Generation.,IN - Lead Generation,Sales & Marketing,Active,Familiarity with Lead Techniques Training,Completed,Functional,Internal,Q1,2025-06-01,2025-06-11,2025-06-11,Main Conference Room,1.0
152,152,152,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
153,153,153,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
154,154,154,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
155,155,155,Consultant - Lead Generation.,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
156,156,156,Consultant - Lead Generation.,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
157,157,157,Consultant - Lead Generation.,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
158,158,158,Consultant - Lead Generation.,IN - Lead Generation,Sales & Marketing,Active,Understanding of Organization Structure,Completed,Functional,Internal,Q1,2025-06-01,2025-06-18,2025-06-18,Main Conference Room,1.0
159,159,159,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
160,160,160,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
161,161,161,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
162,162,162,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
163,163,163,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
164,164,164,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
165,165,165,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
166,166,166,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
167,167,167,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
168,168,168,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
169,169,169,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
170,170,170,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Proficiency in Lead Generation Tools Training ,Completed,Functional,Internal,Q1,2025-06-01,2025-06-04,2025-06-04,Main Conference Room,1.0
171,171,171,Senior Manager - Administration,IN- Admin,Shared Service,Active,Course: Management Skills Training for New & Experienced Managers | Udemy,Completed,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-28,Virtual,12.0
172,172,172,Software Engineer,IN - Software Development,Technology,Active,Power Automate - Complete Guide to Microsoft Power Automate | Udemy,Completed,Technical,Online,Q1,2025-04-01,2025-04-28,2025-05-30,Virtual,13.0
173,173,173,Lead - HR,IN - HR,Shared Service,Active,HR as a Strategic Business Partner | Udemy,In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-06,Virtual,1.0
174,174,174,Executive - HR,IN - HR,Shared Service,Active,HR as a Strategic Business Partner | Udemy,In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-06,Virtual,1.0
175,175,175,Executive - HR,IN - HR,Shared Service,Active,HR as a Strategic Business Partner | Udemy,In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-06,Virtual,1.0
176,176,176,Trainee - HR,IN - HR,Shared Service,Active,HR as a Strategic Business Partner | Udemy,Completed,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-06,Virtual,1.0
177,177,177,Senior Test Engineer,IN - Software Development,Technology,Active,Appium Mobile Automation Testing from Scratch + Frameworks Tutorial | Udemy,In Progress,Technical,Online,Q1,2025-04-01,2025-04-28,2025-06-27,Virtual,26.0
178,178,178,Test Engineer,IN - Software Development,Technology,Active,Appium Mobile Automation Testing from Scratch + Frameworks Tutorial | Udemy,In Progress,Technical,Online,Q1,2025-04-01,2025-04-28,2025-06-27,Virtual,26.0
179,179,179,Trainee - HR,IN - HR,Shared Service,Active,Presentation Skills: Create Killer Presentations to WoW | Udemy,In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-12,Virtual,1.0
180,180,180,Executive - Front Office,IN- Admin,Shared Service,Active,Presentation Skills: Create Killer Presentations to WoW | Udemy,In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-06,Virtual,1.0
181,181,181,Lead - US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Emotional Intelligence (EQ) Practitioner Cert (ACCREDITED),In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-28,Virtual,9.0
182,182,182,Manager - US IT,IN - US IT Recruitment,Shared Service,Active,Emotional Intelligence (EQ) Practitioner Cert (ACCREDITED),In Progress,Transferrable,Online,Q1,2025-04-01,2025-04-28,2025-05-28,Virtual,9.0
183,183,183,Executive - Finance,IN - Finance,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
184,184,184,Executive - Finance,IN - Finance,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
185,185,185,Executive - Finance,IN - Finance,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
186,186,186,Lead - Finance,IN - Finance,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
187,187,187,Executive - HR,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
188,188,188,Executive - TA,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
189,189,189,Senior Executive - TA,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
190,190,190,Lead - TA,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
191,191,191,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
192,192,192,Trainee - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
193,193,193,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
194,194,194,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
195,195,195,Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
196,196,196,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
197,197,197,Senior Executive - Lead Generation,IN - Lead Generation,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
198,198,198,Executive - Business Developement,IN - Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
199,199,199,Senior Executive - Business Developement,IN - Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
200,200,200,Executive - Business Developement,IN - Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
201,201,201,Consultant,IN - Staffing,Staffing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
202,202,202,Consultant,IN - Staffing,Staffing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
203,203,203,Senior Executive - TA,IN - Staffing,Staffing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
204,204,204,Executive - Front Office,IN- Admin,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
205,205,205,Senior System Administrator,IN - IT,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
206,206,206,Trainee - System Administrator,IN - IT,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
207,207,207,Trainee - System Administrator,IN - IT,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
208,208,208,Lead - IT,IN - IT,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-04-01,2025-04-30,2025-04-30,Virtual,0.5
209,209,209,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
210,210,210,VP - Finance,IN - Finance,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
211,211,211,Senior Manager - Finance,IN - Finance,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
212,212,212,Associate Director - HR,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
213,213,213,Manager - TA,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
214,214,214,AVP - HR & IT,IN - HR,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
215,215,215,Director - Talent Augmentation,IN - Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
216,216,216,Business Head – MEA,IN - Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
217,217,217,Director - Strategic Client Partner,IN - Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
218,218,218,Assistant Manager - Staffing,IN - Staffing,Staffing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
219,219,219,Senior Manager - Administration,IN- Admin,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
220,220,220,Senior Manager - IT,IN - IT,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
221,221,221,Assistant Manager - IT,IN - IT,Shared Service,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
222,222,222,Chief Marketing Officer,IN- Marketing,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-07,2025-05-07,Virtual,0.5
223,223,223,Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
224,224,224,Senior Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
225,225,225,Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
226,226,226,Senior Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
227,227,227,Senior Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
228,228,228,Senior Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
229,229,229,Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
230,230,230,Senior Executive - Inside Sales,IN - Inside Sales,Sales & Marketing,Active,Zoho People - Timesheet Awareness Refresher Session,Completed,Technical,Internal,Q1,2025-05-01,2025-05-06,2025-05-06,Virtual,0.5
